antiguedad_empleo,tasa_interes,porcentaje_ingreso,edad,ingreso_anual,monto_prestamo,incumplimiento,historial_crediticio_anios,tenencia_vivienda_OTHER,tenencia_vivienda_OWN,tenencia_vivienda_RENT,motivo_prestamo_EDUCATION,motivo_prestamo_HOMEIMPROVEMENT,motivo_prestamo_MEDICAL,motivo_prestamo_PERSONAL,motivo_prestamo_VENTURE,calificacion_prestamo_B,calificacion_prestamo_C,calificacion_prestamo_D,calificacion_prestamo_E,calificacion_prestamo_F,calificacion_prestamo_G,incumplimiento_previo_Y
1.0,7.49,0.08,31,52000,4000,0,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.0,10.75,0.08,28,52000,4000,0,8,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
3.0,17.39,0.08,27,52600,4000,0,7,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
2.0,15.33,0.09,27,47000,4000,1,10,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
2.0,6.03,0.08,27,48000,4000,1,6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3.0,10.74,0.07,27,54000,4000,0,5,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
4.0,12.61,0.07,27,54000,4000,0,6,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1.0,14.61,0.08,27,48996,4000,1,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
13.0,10.59,0.07,29,55200,4000,0,10,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0.0,6.76,0.07,27,55200,4000,0,10,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2.0,10.75,0.25,30,39996,10000,0,8,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
8.0,14.35,0.1,31,39996,4000,0,9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
9.0,5.79,0.07,31,56000,4000,0,9,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2.0,7.88,0.07,28,56800,4000,0,9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
8.0,12.73,0.25,30,39996,10000,0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.0,9.67,0.07,27,58000,4000,0,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
3.0,10.99,0.07,32,60000,4000,0,10,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0.0,7.88,0.07,29,60000,4000,0,6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3.0,11.26,0.24,31,39996,9600,0,7,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.0,7.88,0.07,29,60000,4000,0,5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.0,13.98,0.07,35,60000,4000,0,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.0,12.548699999999995,0.26,29,33996,9000,1,9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1.0,10.95,0.07,28,61500,4000,0,8,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
3.0,11.14,0.06,35,63000,4000,0,8,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
3.0,10.37,0.06,27,63500,4000,0,9,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
17.0,12.031200000000005,0.07,33,57700,4000,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2.0,9.25,0.06,27,64200,4000,0,5,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
9.0,6.99,0.06,27,65000,4000,0,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2.0,5.99,0.06,27,65000,4000,0,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3.0,7.74,0.06,29,65000,4000,0,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1.0,12.87,0.06,33,65000,4000,0,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
9.0,9.91,0.48,28,40000,19200,0,9,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
4.0,8.94,0.07,30,59000,4000,1,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3.0,10.99,0.06,33,68000,4000,0,10,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.0,10.99,0.06,29,70000,4000,0,5,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
12.0,16.77,0.29,28,34000,10000,1,7,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3.0,18.39,0.06,29,72000,4000,0,6,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
6.0,10.0,0.06,32,72000,4000,0,6,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
15.0,9.99,0.06,31,72000,4000,0,5,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
7.0,12.69,0.37,27,40000,14675,0,10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
4.0,13.49,0.05,31,75000,4000,0,8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
2.0,8.49,0.05,29,75000,4000,0,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,12.68,0.05,29,75000,4000,0,5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
8.0,10.65,0.21,30,40000,8600,0,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.0,12.99,0.05,32,75250,4000,0,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5.0,7.14,0.05,33,78000,4000,0,7,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1.0,9.88,0.05,32,78000,4000,0,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
3.0,12.69,0.05,27,80000,4000,0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2.0,12.69,0.24,28,34000,8000,1,9,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.0,17.27,0.3,29,34000,10200,1,5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
16.0,9.91,0.05,32,82350,4000,0,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
2.0,8.59,0.05,33,84996,4000,0,6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.0,13.99,0.05,27,86095,4000,0,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
6.0,10.65,0.26,27,34000,8875,1,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,13.49,0.04,28,90000,4000,0,8,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
4.0,12.42,0.12,31,40000,4625,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12.0,7.66,0.04,31,91000,4000,0,6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
16.0,7.49,0.04,32,95000,4000,0,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1.0,10.75,0.04,30,96000,4000,0,5,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
7.0,8.576500000000005,0.04,29,100000,4000,0,7,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
5.0,6.03,0.35,31,40000,14000,0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11.0,14.46,0.04,27,79050,4000,1,9,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
9.0,11.71,0.07,30,40000,3000,0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,13.98,0.04,32,107000,4000,0,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
14.0,17.93,0.04,32,96000,4000,1,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
6.0,7.51,0.04,28,98000,4000,1,7,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3.0,12.18,0.04,28,110000,4000,0,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2.0,12.69,0.03,32,115000,4000,0,10,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1.0,13.35,0.03,28,125000,4000,0,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
5.0,12.42,0.03,28,135000,4000,0,5,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
2.0,11.71,0.03,27,138000,4000,1,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.0,6.62,0.27,29,40000,10625,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8.0,12.866099999999996,0.35,30,34000,12000,1,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,15.21,0.2,28,21000,4200,1,10,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
7.0,9.494966666666663,0.16,31,26400,4200,0,9,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0.0,7.51,0.15,28,28800,4200,0,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2.0,10.481869999999999,0.06,31,40000,2200,0,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,16.29,0.22,27,20000,4350,1,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1.0,13.49,0.06,28,40000,2400,0,10,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2.0,8.845399999999998,0.06,29,70000,4350,0,8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1.0,15.27,0.06,35,78000,4350,1,6,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3.0,12.23,0.1,32,42500,4375,0,5,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0.0,8.88,0.05,27,96000,4375,0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.0,10.3074,0.03,35,130000,4375,0,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
3.0,13.92,0.22,29,20064,4400,0,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0.0,15.62,0.18,31,24000,4400,1,8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
12.0,5.99,0.38,28,40000,15000,0,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10.0,15.62,0.15,31,30000,4400,0,8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
5.0,8.49,0.24,30,40000,9600,0,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,11.49,0.15,29,30000,4400,0,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
5.0,11.71,0.12,33,37440,4400,0,10,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
13.0,8.9537,0.08,32,52256,4400,0,5,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
13.0,5.99,0.04,29,40000,1400,0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14.0,17.49,0.08,30,54000,4425,0,9,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
12.0,5.42,0.28,28,40000,11200,0,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9.0,6.99,0.13,29,40000,5000,0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12.0,10.59,0.23,32,40000,9000,0,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.0,6.99,0.09,28,40000,3600,0,10,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,16.89,0.34,29,14400,4475,1,9,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,15.27,0.1,28,43680,4475,0,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1.0,15.05,0.38,29,14400,4500,1,9,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
6.0,5.99,0.1,27,40000,4200,0,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
12.0,5.42,0.08,33,40000,3200,0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.0,5.99,0.22,32,34000,7500,1,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.0,10.5374,0.13,28,40000,5000,0,10,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16.0,5.99,0.4,32,40000,16000,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,12.68,0.15,33,40000,6000,0,9,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1.0,7.29,0.25,28,40000,10000,0,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,10.59,0.23,34,19600,4500,1,9,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
2.0,10.74,0.05,34,40000,2000,0,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
5.0,7.66,0.2,35,40000,8000,0,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
11.0,7.29,0.15,34,40000,6000,0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11.0,5.79,0.1,27,40000,4000,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,13.11,0.17,32,27000,4500,0,5,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
5.0,7.88,0.16,29,28800,4500,0,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
8.0,14.11,0.15,28,29496,4500,0,7,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0.0,14.65,0.15,27,30000,4500,0,9,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
3.0,13.92,0.15,30,30000,4500,0,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
4.0,13.22,0.15,35,30555,4500,0,10,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,6.62,0.14,34,32000,4500,0,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.0,11.14,0.14,31,32000,4500,1,9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
3.0,7.14,0.14,28,32640,4500,0,8,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5.0,8.737100000000002,0.14,34,33000,4500,0,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.0,7.66,0.13,27,35000,4500,0,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.0,13.49,0.13,30,36000,4500,0,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
7.0,9.99,0.13,31,36000,4500,0,10,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
11.0,7.49,0.13,27,36000,4500,0,5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2.0,11.11,0.12,28,37000,4500,0,6,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
5.0,9.99,0.28,31,40000,11000,0,8,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
12.0,6.91,0.11,28,34000,3700,1,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4.0,9.91,0.12,32,39000,4500,0,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
8.0,6.62,0.12,35,39000,4500,0,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6.0,10.25,0.11,28,39600,4500,0,10,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
4.0,14.26,0.11,30,40000,4500,0,6,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
2.0,6.91,0.35,33,40000,14000,0,8,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,9.899999999999999,0.11,29,41700,4500,0,6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0.0,5.42,0.13,29,40000,5000,0,10,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
7.0,12.23,0.07,28,34000,2500,1,9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
8.0,13.49,0.12,28,39000,4500,1,9,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
4.0,11.03,0.1,31,47000,4500,0,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
5.0,15.58,0.1,33,47360,4500,0,5,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3.0,10.36,0.09,31,47400,4500,0,5,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4.0,11.71,0.09,28,48000,4500,0,7,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
12.0,15.58,0.1,28,34000,3500,1,6,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2.0,16.07,0.1,27,43200,4500,1,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
5.0,9.99,0.09,31,50000,4500,0,5,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
3.0,13.11,0.09,30,50000,4500,0,7,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0.0,16.02,0.1,34,44400,4500,1,9,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2.0,16.95,0.1,34,45000,4500,1,10,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
4.01,6.39,0.09,30,51372,4500,0,7,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
11.0,9.91,0.09,29,52000,4500,0,10,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
4.0,14.72,0.2,27,40000,8000,0,9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
13.0,11.86,0.5,29,40000,25000,0,7,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
12.0,14.27,0.09,28,49000,4500,1,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
3.0,12.61,0.09,29,49362,4500,1,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0.0,14.72,0.08,27,58000,4500,0,5,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
6.0,12.69,0.07,27,60000,4500,0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5.0,14.35,0.1,29,40000,4000,0,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.0,13.521100000000006,0.08,28,54000,4500,1,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
5.0,14.22,0.07,27,60000,4500,0,8,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
10.0,18.39,0.07,30,61828,4500,0,8,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
4.0,6.62,0.06,29,70000,4500,0,9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2.0,5.42,0.06,29,70000,4500,0,9,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3.0,13.61,0.06,29,74100,4500,0,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2.0,10.65,0.05,29,91500,4500,0,5,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4.0,7.51,0.13,33,40000,5000,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7.0,7.88,0.33,27,40000,13000,0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,11.48,0.27,31,17000,4575,1,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
13.0,7.51,0.16,29,40000,6400,0,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9.0,9.689349999999996,0.14,27,34000,4600,0,6,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
17.0,11.36,0.2,34,40000,8000,0,10,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
2.0,11.86,0.1,28,48000,4600,0,8,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
6.0,11.49,0.09,30,50000,4600,0,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
0.0,13.99,0.08,27,58000,4600,0,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
7.0,6.76,0.1,34,40000,4200,0,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
12.0,7.88,0.08,28,60000,4600,0,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14.0,9.62,0.03,32,150000,4600,0,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
3.0,13.49,0.13,32,37000,4650,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0.0,10.0,0.09,32,50000,4675,0,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
1.0,9.45,0.07,33,65000,4700,0,7,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
4.0,11.722133333333344,0.3,33,40000,12000,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,9.63,0.05,33,86000,4700,0,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,15.31,0.38,31,40000,15000,0,10,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
5.0,10.0,0.34,27,14400,4750,1,9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
3.0,14.59,0.33,31,14400,4750,1,8,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.0,9.32,0.28,35,17000,4750,1,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
12.0,11.83,0.25,34,19200,4750,1,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.0,10.37,0.24,32,20000,4750,0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5.0,13.57,0.17,28,27840,4750,0,5,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3.0,8.59,0.13,27,40000,5000,0,7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,14.84,0.15,30,31000,4750,1,9,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0.0,9.25,0.12,34,39996,4750,0,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2.0,5.99,0.08,31,60000,4750,0,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.0,9.99,0.08,30,60000,4750,0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5.47,6.76,0.34,33,14400,4800,1,8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2.0,14.65,0.33,28,14400,4800,1,9,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
2.0,10.62,0.33,35,14400,4800,1,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
9.0,14.26,0.04,29,40000,1400,0,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
14.0,14.96,0.18,30,34000,6000,1,6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1.0,10.99,0.32,28,15000,4800,1,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4.0,12.214799999999993,0.25,28,19200,4800,1,6,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2.0,9.874799999999995,0.24,28,20000,4800,0,8,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
8.0,8.59,0.2,29,40000,8000,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.01,8.815700000000001,0.24,27,20400,4800,0,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,9.63,0.09,27,40000,3500,0,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,10.65,0.22,31,22000,4800,0,10,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1.0,9.32,0.18,33,40000,7200,0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,8.0,0.17,29,40000,6600,0,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.0,9.32,0.25,28,40000,10000,0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.0,14.11,0.18,33,34000,6000,1,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4.0,10.38,0.21,28,22884,4800,0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2.0,12.21,0.15,33,40000,6000,0,10,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3.0,13.16,0.23,33,40000,9000,0,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.0,11.54,0.19,31,25000,4800,0,10,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
3.31,7.14,0.18,27,27180,4800,0,10,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.0,9.1988,0.03,27,40000,1200,0,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,9.63,0.17,33,27996,4800,0,8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
10.0,11.26,0.25,28,40000,10000,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,8.0,0.25,29,40000,10000,0,10,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.0,15.23,0.17,28,29004,4800,0,7,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
3.14,12.42,0.16,31,30000,4800,0,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
2.0,14.84,0.16,31,30000,4800,1,8,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.0,13.47,0.16,28,30000,4800,0,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1.0,13.43,0.15,30,31000,4800,0,5,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
17.0,10.71,0.18,35,40000,7200,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4.0,11.34,0.32,31,40000,12650,0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3.0,5.79,0.14,29,33600,4800,0,9,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.0,7.14,0.14,28,33763,4800,0,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1.0,11.49,0.14,28,34000,4800,0,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
17.0,16.29,0.17,32,29000,4800,1,7,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
5.0,9.88,0.42,33,40056,16750,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2.0,13.49,0.14,28,35000,4800,0,5,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
3.0,9.99,0.14,27,35000,4800,0,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
5.0,5.99,0.05,28,40200,1900,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.0,11.9647,0.14,27,40250,5600,0,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.0,12.61,0.13,28,36000,4800,0,9,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1.0,16.89,0.18,28,34300,6125,1,10,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3.0,14.11,0.13,32,36400,4800,0,6,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
4.0,9.99,0.15,32,32400,4800,1,6,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
4.0,13.23,0.15,35,32900,4800,1,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0.0,11.01860000000001,0.12,27,40000,4800,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,11.71,0.12,27,40000,4800,0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.0,12.68,0.12,30,40000,4800,0,5,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
0.0,12.23,0.3,28,40500,12000,0,5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5.0,12.42,0.11,28,42000,4800,0,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
6.0,7.51,0.11,27,44000,4800,0,10,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.0,9.63,0.13,28,38100,4800,1,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.0,8.38,0.15,29,40500,6000,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8.0,7.29,0.07,27,40560,3000,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,10.078800000000003,0.5,27,40700,20400,0,8,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
9.0,9.63,0.25,32,40704,10000,0,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
16.0,8.49,0.16,31,40740,6400,0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
